text,polarity,emotion,tone,intensity
This is a fantastic experience!!! therefore,positive,happiness,formal,0.89
This is absolutely frustrating!! overall,negative,anger,formal,0.9
The experience was ordinary.,neutral,neutral,formal,0.4
This is absolutely frustrating!!! therefore,negative,anger,formal,0.97
I am very disappointed,negative,sadness,formal,0.85
I am very satisfied with the result!!,positive,happiness,formal,0.9
What a wonderful outcome,positive,surprise,formal,0.86
I absolutely love this product!!,positive,happiness,casual,0.95
This seems fine.,neutral,neutral,casual,0.39
I am very disappointed!!! accordingly,negative,sadness,formal,0.85
I absolutely love this product!!,positive,happiness,casual,0.94
This exceeded my expectations!!,positive,surprise,professional,0.91
I absolutely love this product!!,positive,happiness,casual,0.89
This exceeded my expectations,positive,surprise,professional,0.88
I feel stressed about this!,negative,stress,casual,0.89
What a wonderful outcome sincerely,positive,surprise,formal,0.82
I am truly impressed.,positive,happiness,professional,0.87
The quality is awful,negative,anger,professional,0.97
The product is okay!!! lol,neutral,neutral,casual,0.48
I feel great about this!!!,positive,happiness,casual,0.93
I am very disappointed!,negative,sadness,formal,0.87
I am very satisfied with the result!!! overall,positive,happiness,formal,0.86
I hate this so much! bro,negative,anger,casual,0.93
This is absolutely frustrating! accordingly,negative,anger,formal,0.95
I hate this so much,negative,anger,casual,0.91
Nothing special here!!,neutral,neutral,casual,0.38
It works as expected!!,neutral,neutral,formal,0.4
This exceeded my expectations!,positive,surprise,professional,0.83
I feel stressed about this!,negative,stress,casual,0.92
This seems fine lol,neutral,neutral,casual,0.41
This is average!!,neutral,neutral,professional,0.45
I am very satisfied with the result,positive,happiness,formal,0.89
It does the job!!!,neutral,neutral,professional,0.39
I am very satisfied with the result!,positive,happiness,formal,0.84
Nothing special here lol,neutral,neutral,casual,0.42
The result is acceptable therefore,neutral,neutral,formal,0.42
The quality is awful!,negative,anger,professional,0.89
What a wonderful outcome!! therefore,positive,surprise,formal,0.89
I regret buying this!,negative,sadness,casual,0.85
I hate this so much!!,negative,anger,casual,0.95
This is average!!!,neutral,neutral,professional,0.44
I hate this so much! kinda,negative,anger,casual,0.9
This made me anxious,negative,anxiety,casual,0.92
I hate this so much really,negative,anger,casual,0.89
This is a fantastic experience!!,positive,happiness,formal,0.91
This is absolutely frustrating!! sincerely,negative,anger,formal,0.95
I am very satisfied with the result,positive,happiness,formal,0.88
This is a fantastic experience!,positive,happiness,formal,0.88
This is a terrible experience overall,negative,stress,formal,0.86
This is absolutely frustrating!! therefore,negative,anger,formal,0.97
I feel stressed about this,negative,stress,casual,0.86
What a wonderful outcome. overall,positive,surprise,formal,0.84
I am very satisfied with the result!!,positive,happiness,formal,0.86
The service was excellent sincerely,positive,happiness,formal,0.89
The experience was ordinary,neutral,neutral,formal,0.43
What a wonderful outcome!,positive,surprise,formal,0.8
The result is acceptable!!,neutral,neutral,formal,0.48
The product is okay!!!,neutral,neutral,casual,0.5
This exceeded my expectations!!,positive,surprise,professional,0.91
I hate this so much!!,negative,anger,casual,0.93
The quality is awful,negative,anger,professional,0.87
I am truly impressed!,positive,happiness,professional,0.88
I feel stressed about this!!,negative,stress,casual,0.86
This is absolutely frustrating!,negative,anger,formal,0.95
It does the job!,neutral,neutral,professional,0.38
I feel great about this!!,positive,happiness,casual,0.84
I absolutely love this product.,positive,happiness,casual,0.92
This is absolutely frustrating,negative,anger,formal,0.98
The experience was ordinary. sincerely,neutral,neutral,formal,0.4
I feel great about this!,positive,happiness,casual,0.93
This is a terrible experience!!!,negative,stress,formal,0.95
I feel great about this.,positive,happiness,casual,0.94
This made me anxious!! honestly,negative,anxiety,casual,0.85
I regret buying this!!,negative,sadness,casual,0.92
The result is acceptable!!,neutral,neutral,formal,0.49
The service was excellent.,positive,happiness,formal,0.9
I feel stressed about this!!,negative,stress,casual,0.92
This is a terrible experience,negative,stress,formal,0.95
This exceeded my expectations!,positive,surprise,professional,0.87
I am very disappointed. overall,negative,sadness,formal,0.86
What a wonderful outcome. accordingly,positive,surprise,formal,0.81
What a wonderful outcome!!,positive,surprise,formal,0.89
This is a fantastic experience.,positive,happiness,formal,0.91
Nothing special here!!! kinda,neutral,neutral,casual,0.37
Nothing special here!!,neutral,neutral,casual,0.38
I am very satisfied with the result!! overall,positive,happiness,formal,0.9
The product is okay!,neutral,neutral,casual,0.47
I feel stressed about this,negative,stress,casual,0.85
I am very disappointed!! therefore,negative,sadness,formal,0.91
Nothing special here! kinda,neutral,neutral,casual,0.42
This seems fine!!,neutral,neutral,casual,0.44
I hate this so much.,negative,anger,casual,0.92
This is absolutely frustrating. therefore,negative,anger,formal,0.96
I am very satisfied with the result!!!,positive,happiness,formal,0.86
This is absolutely frustrating! sincerely,negative,anger,formal,0.99
This is a terrible experience!!! sincerely,negative,stress,formal,0.91
I am truly impressed!!,positive,happiness,professional,0.85
This is a fantastic experience,positive,happiness,formal,0.87
It does the job!!,neutral,neutral,professional,0.4
This seems fine. lol,neutral,neutral,casual,0.41
Nothing special here,neutral,neutral,casual,0.34
This is absolutely frustrating!,negative,anger,formal,0.92
I regret buying this!!,negative,sadness,casual,0.9
I am very satisfied with the result!! in my opinion,positive,happiness,formal,0.85
The result is acceptable.,neutral,neutral,formal,0.41
The service was excellent,positive,happiness,formal,0.88
Nothing special here!!!,neutral,neutral,casual,0.38
This made me anxious.,negative,anxiety,casual,0.87
I regret buying this!,negative,sadness,casual,0.82
I am very disappointed!!! sincerely,negative,sadness,formal,0.87
I am very disappointed,negative,sadness,formal,0.85
It does the job.,neutral,neutral,professional,0.39
What a wonderful outcome!!! in my opinion,positive,surprise,formal,0.85
This made me anxious!!! honestly,negative,anxiety,casual,0.85
This is absolutely frustrating!,negative,anger,formal,0.9
This is absolutely frustrating!!,negative,anger,formal,0.9
I regret buying this really,negative,sadness,casual,0.85
I am very satisfied with the result,positive,happiness,formal,0.85
I hate this so much!!! kinda,negative,anger,casual,0.9
The quality is awful,negative,anger,professional,0.88
The experience was ordinary!,neutral,neutral,formal,0.4
I feel stressed about this!!!,negative,stress,casual,0.86
This is average!!!,neutral,neutral,professional,0.38
I am very satisfied with the result! overall,positive,happiness,formal,0.87
The service was excellent!!!,positive,happiness,formal,0.91
This is a fantastic experience. overall,positive,happiness,formal,0.88
The quality is awful!!!,negative,anger,professional,0.91
This seems fine,neutral,neutral,casual,0.45
What a wonderful outcome! overall,positive,surprise,formal,0.89
This made me anxious.,negative,anxiety,casual,0.94
This is a terrible experience!!,negative,stress,formal,0.86
I absolutely love this product,positive,happiness,casual,0.95
I feel great about this!!,positive,happiness,casual,0.85
This is absolutely frustrating!,negative,anger,formal,0.9
This is a terrible experience!!,negative,stress,formal,0.87
This is a fantastic experience!,positive,happiness,formal,0.87
I am very disappointed!! accordingly,negative,sadness,formal,0.91
What a wonderful outcome!! in my opinion,positive,surprise,formal,0.85
I feel stressed about this!!! honestly,negative,stress,casual,0.93
I am very satisfied with the result. accordingly,positive,happiness,formal,0.86
The product is okay bro,neutral,neutral,casual,0.48
The service was excellent overall,positive,happiness,formal,0.88
I am very disappointed!,negative,sadness,formal,0.87
I am very satisfied with the result!!!,positive,happiness,formal,0.89
The result is acceptable,neutral,neutral,formal,0.43
The service was excellent,positive,happiness,formal,0.93
This exceeded my expectations.,positive,surprise,professional,0.9
What a wonderful outcome!!!,positive,surprise,formal,0.86
I feel stressed about this!! bro,negative,stress,casual,0.91
It does the job!,neutral,neutral,professional,0.48
The quality is awful!!!,negative,anger,professional,0.96
I am very disappointed,negative,sadness,formal,0.91
This is a terrible experience!,negative,stress,formal,0.89
I am truly impressed!,positive,happiness,professional,0.82
This exceeded my expectations,positive,surprise,professional,0.84
The result is acceptable!!! therefore,neutral,neutral,formal,0.46
What a wonderful outcome,positive,surprise,formal,0.83
What a wonderful outcome!!,positive,surprise,formal,0.81
I am very satisfied with the result!! sincerely,positive,happiness,formal,0.84
This is absolutely frustrating. in my opinion,negative,anger,formal,0.93
This exceeded my expectations!!!,positive,surprise,professional,0.9
What a wonderful outcome,positive,surprise,formal,0.87
I absolutely love this product! honestly,positive,happiness,casual,0.88
I feel stressed about this.,negative,stress,casual,0.87
This is average!,neutral,neutral,professional,0.4
The result is acceptable!!!,neutral,neutral,formal,0.45
I am very satisfied with the result!!!,positive,happiness,formal,0.91
I feel stressed about this really,negative,stress,casual,0.85
I am very disappointed.,negative,sadness,formal,0.86
The experience was ordinary in my opinion,neutral,neutral,formal,0.41
I am truly impressed!!,positive,happiness,professional,0.83
The product is okay,neutral,neutral,casual,0.42
This made me anxious!,negative,anxiety,casual,0.89
This is a fantastic experience. in my opinion,positive,happiness,formal,0.89
I am very satisfied with the result!!,positive,happiness,formal,0.89
It does the job!!,neutral,neutral,professional,0.43
I feel stressed about this.,negative,stress,casual,0.85
The experience was ordinary. in my opinion,neutral,neutral,formal,0.36
This exceeded my expectations!!!,positive,surprise,professional,0.89
It works as expected!,neutral,neutral,formal,0.42
The quality is awful.,negative,anger,professional,0.93
This is a fantastic experience accordingly,positive,happiness,formal,0.91
The quality is awful!!,negative,anger,professional,0.93
This made me anxious,negative,anxiety,casual,0.86
This is a terrible experience!!!,negative,stress,formal,0.88
